barcode,array_id,rna_in_array,rna_in_labeling_reaction,tissue_sample_id,structure,rna_integrity_number,donor,download_link
252491510638_1_1,1636,600,28.86,4669,"superior frontal gyrus, Left, lateral bank of gyrus",,H0351.2002,/api/v2/well_known_file_download/5129
252491510820_2_3,127696218,600,28.81,126435860,"IX, Left Lateral Hemisphere",,H0351.1012,/api/v2/well_known_file_download/127768177
252491510101_2_4,861,600,26.43,1226,"Head of Caudate Nucleus, Right",,H0351.2001,/api/v2/well_known_file_download/3829
252491510100_1_2,845,600,28.21,1090,"III, Left Paravermis",,H0351.2001,/api/v2/well_known_file_download/3815
252491510091_2_3,385,600,25.44,397,"precentral gyrus, Left, bank of the central sulcus",,H0351.2001,/api/v2/well_known_file_download/1091
252491510785_1_1,146518471,600,24.09,127687637,"CA1 field, Left",,H0351.1012,/api/v2/well_known_file_download/146535063
252491511459_1_4,147738105,600,21.51,139428139,"subcuneiform nucleus, Left",,H0351.1012,/api/v2/well_known_file_download/147739451
252491510628_1_3,1725,600,28.66,4852,"supramarginal gyrus, Left, inferior bank of gyrus",,H0351.2002,/api/v2/well_known_file_download/5202
252491511066_1_3,5428,600,27.45,11309,"inferior rostral gyrus, Left",,H0351.1009,/api/v2/well_known_file_download/10403
252491510633_2_3,1746,600,27.39,4954,"globus pallidus, external segment, Left",,H0351.2002,/api/v2/well_known_file_download/5214
252491510705_2_2,2412,600,25.68,8394,"VI, Right Paravermis",,H0351.2002,/api/v2/well_known_file_download/6345
252491510850_2_4,127695589,600,27.75,126435029,"supraparietal lobule, Left, superior bank of gyrus",,H0351.1012,/api/v2/well_known_file_download/127757582
252491510909_1_3,127694462,600,25.81,126432132,"Cingulate gyrus, frontal part, Left, inferior bank of gyrus",,H0351.1012,/api/v2/well_known_file_download/127767877
252491510713_2_3,2157,600,25.33,7018,"globus pallidus, internal segment, Right",,H0351.2002,/api/v2/well_known_file_download/5894
252491510413_2_2,1091,600,25.73,4593,"frontal pole, Left, medial aspect",,H0351.2002,/api/v2/well_known_file_download/4416
252491510850_1_4,127695491,600,27.81,126434524,"Cingulate gyrus, parietal part, Left, inferior bank of gyrus",,H0351.1012,/api/v2/well_known_file_download/127757574
252491510607_2_4,1803,600,26.83,6945,"gigantocellular group, Left",,H0351.2001,/api/v2/well_known_file_download/5421
252491510386_1_3,269,600,32.31,2355,"subiculum, Right",,H0351.2001,/api/v2/well_known_file_download/4018
252491510317_2_1,955,600,26.05,1289,"precentral gyrus, Left, superior lateral aspect of gyrus",,H0351.2001,/api/v2/well_known_file_download/1417
252491510450_2_3,1372,600,28.23,5682,"Basolateral Nucleus, Right",,H0351.2002,/api/v2/well_known_file_download/4624
252491511461_2_4,147738075,600,21,139379880,"central grey substance of midbrain, Left",,H0351.1012,/api/v2/well_known_file_download/147739491
252491510448_2_4,1386,600,28.1,5731,"CA4 field, Right",,H0351.2002,/api/v2/well_known_file_download/4603
252491510451_2_2,1387,600,28.1,5731,"CA4 field, Right",,H0351.2002,/api/v2/well_known_file_download/4612
252491510331_2_1,519,600,25.5,202,"angular gyrus, Right, superior bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/3809
252491510129_2_4,264,600,27.05,177,"cuneus, Left, striate",,H0351.2001,/api/v2/well_known_file_download/3991
252491510326_2_4,545,600,27.05,177,"cuneus, Left, striate",,H0351.2001,/api/v2/well_known_file_download/3772
252491511468_1_1,147738060,600,29.99,139379776,"Lateral group of Nuclei, Left, Dorsal Division",,H0351.1012,/api/v2/well_known_file_download/147739589
252491510674_2_4,2119,600,26.09,7106,"Lateral group of Nuclei, Right, Dorsal Division",,H0351.2002,/api/v2/well_known_file_download/5854
252491511328_1_1,147737331,600,22.71,127687857,"Rostral Group of intralaminar Nuclei, Left",,H0351.1012,/api/v2/well_known_file_download/147740068
252491510870_1_2,2603,600,24.07,9766,"Pontine Reticular Formation, Left",,H0351.2002,/api/v2/well_known_file_download/6839
252491510385_1_2,279,600,16.64,2379,"Claustrum, Left",,H0351.2001,/api/v2/well_known_file_download/4009
252491510680_1_3,2292,559.47,22.07,6154,"Substantia Nigra, pars reticulata, Right",,H0351.2001,/api/v2/well_known_file_download/6044
252491510314_1_4,914,600,26.88,1187,"Head of Caudate Nucleus, Left",,H0351.2001,/api/v2/well_known_file_download/1393
252491511065_1_2,5405,600,24.75,11113,"superior occipital gyrus, Left, inferior bank of gyrus",,H0351.1009,/api/v2/well_known_file_download/10360
252491510792_2_2,146518280,600,21.01,127687883,"Claustrum, Left",,H0351.1012,/api/v2/well_known_file_download/146535181
252491510787_2_1,146518285,600,21.01,127687883,"Claustrum, Left",,H0351.1012,/api/v2/well_known_file_download/146535099
252491510675_1_3,2118,600,25.77,7193,"parahippocampal gyrus, Right, bank of the cos",,H0351.2002,/api/v2/well_known_file_download/5846
252491510673_2_4,2117,600,25.77,7193,"parahippocampal gyrus, Right, bank of the cos",,H0351.2002,/api/v2/well_known_file_download/5839
252491510913_2_2,127694552,600,26.55,126432491,"middle temporal gyrus, Left, inferior bank of gyrus",,H0351.1012,/api/v2/well_known_file_download/127767947
252491510690_2_1,2177,600,25.59,7083,"Medial Group of Nuclei, Left",,H0351.2002,/api/v2/well_known_file_download/5928
252491510905_1_4,2619,600,26.16,9429,"cuneiform nucleus, Left",,H0351.2002,/api/v2/well_known_file_download/7001
252491510120_1_3,208,600,26.39,949,"Head of Caudate Nucleus, Left",,H0351.2001,/api/v2/well_known_file_download/3906
252491510448_1_4,1374,600,31.21,5698,"Substantia Innominata, Left",,H0351.2002,/api/v2/well_known_file_download/4641
252491510878_2_2,5344,600,24.86,14121,"IV, Left Lateral Hemisphere",,H0351.1009,/api/v2/well_known_file_download/10323
252491510626_1_4,1727,600,28.84,4820,"lingual gyrus, Left, peristriate",,H0351.2002,/api/v2/well_known_file_download/5213
252491510801_2_3,4319,600,25.28,11245,"precentral gyrus, Left, superior lateral aspect of gyrus",,H0351.1009,/api/v2/well_known_file_download/9492
252491510339_2_1,736,600,26.94,773,"parahippocampal gyrus, Left, bank of the cos",,H0351.2001,/api/v2/well_known_file_download/1349
252491510766_2_2,2493,600,24.59,8886,raphe nuclei of medulla,,H0351.2002,/api/v2/well_known_file_download/6605
252491510365_2_1,895,600,23.5,2794,"Basolateral Nucleus, Left",,H0351.2001,/api/v2/well_known_file_download/3534
252491510895_2_2,127695496,600,29.07,126434461,"postcentral gyrus, Left, superior lateral aspect of gyrus",,H0351.1012,/api/v2/well_known_file_download/127757658
252491510896_2_2,127694672,600,27.92,126434403,"occipito-temporal gyrus, Left, inferior bank of gyrus",,H0351.1012,/api/v2/well_known_file_download/127767797
252491511326_1_4,147737371,600,28.74,139428059,"Substantia Nigra, pars compacta, Left",,H0351.1012,/api/v2/well_known_file_download/147740042
252491510443_1_3,1415,598.31,31.14,6289,"pontine nuclei, Left",,H0351.2001,/api/v2/well_known_file_download/4857
252491510935_2_4,127693628,600,28.26,126434322,"fusiform gyrus, Left, bank of cos",,H0351.1012,/api/v2/well_known_file_download/127770439
252491510130_2_3,397,600,23.91,1049,"postcentral gyrus, Right, bank of the central sulcus",,H0351.2001,/api/v2/well_known_file_download/703
252491510383_2_1,318,600,23.91,1049,"postcentral gyrus, Right, bank of the central sulcus",,H0351.2001,/api/v2/well_known_file_download/3996
252491510307_2_3,865,600,24.26,1057,"postcentral gyrus, Right, bank of the central sulcus",,H0351.2001,/api/v2/well_known_file_download/3900
252491510355_1_1,627,600,23.71,2587,"subiculum, Right",,H0351.2001,/api/v2/well_known_file_download/3437
252491511460_1_3,147737920,600,29.35,139379802,"Dentate gyrus, Left",,H0351.1012,/api/v2/well_known_file_download/147739465
252491510329_2_1,553,600,30.23,122,"middle frontal gyrus, Right, superior bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/3793
252491510314_2_2,906,600,29.73,297,"middle frontal gyrus, Right, superior bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/1395
252491510332_2_4,161,600,29.73,297,"middle frontal gyrus, Right, superior bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/952
252491510102_1_1,823,600,26.19,1099,IV,,H0351.2001,/api/v2/well_known_file_download/3830
252491510458_2_2,1494,600,27.64,5090,"fusiform gyrus, Left, lateral bank of gyrus",,H0351.2002,/api/v2/well_known_file_download/4769
252491510886_2_3,5294,600,29.73,13873,"medial orbital gyrus, Left",,H0351.1009,/api/v2/well_known_file_download/10302
252491510795_2_4,4272,600,25.58,11053,"medial orbital gyrus, Left",,H0351.1009,/api/v2/well_known_file_download/9494
252491510468_1_3,1531,600,28.55,5095,"inferior occipital gyrus, Right, inferior bank of gyrus",,H0351.2002,/api/v2/well_known_file_download/4759
252491510672_2_2,2080,600,25.06,5922,"Head of Caudate Nucleus, Left",,H0351.2002,/api/v2/well_known_file_download/6056
252491510710_1_1,2357,600,28.54,8381,"Crus II, Left Lateral Hemisphere",,H0351.2002,/api/v2/well_known_file_download/6273
252491510868_1_3,2609,468,23.42,9719,"central grey of the pons, Left",,H0351.2002,/api/v2/well_known_file_download/6894
252491510061_2_1,380,600,24.13,453,"precuneus, Right, superior lateral bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/1045
252491510829_2_3,4395,600,26.37,11182,"postcentral gyrus, Left, bank of the central sulcus",,H0351.1009,/api/v2/well_known_file_download/9678
252491510352_1_4,41,600,26.87,682,"paracentral lobule, anterior part, Right, inferior bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/905
252491510383_2_2,268,600,31.23,2371,"Claustrum, Right",,H0351.2001,/api/v2/well_known_file_download/3997
252491510129_2_3,301,520,21.55,2289,"Claustrum, Left",,H0351.2001,/api/v2/well_known_file_download/3982
252491511113_1_4,127696122,600,29.76,126435886,"transverse gyri, Left",,H0351.1012,/api/v2/well_known_file_download/127768251
252491510385_2_2,274,600,21.73,2331,"Dentate gyrus, Right",,H0351.2001,/api/v2/well_known_file_download/4013
252491510701_2_3,2372,600,26.67,8415,"V, Left Paravermis",,H0351.2002,/api/v2/well_known_file_download/6328
252491510685_1_1,2083,600,29.42,5946,"Rostral Group of intralaminar Nuclei, Left",,H0351.2002,/api/v2/well_known_file_download/6081
252491510624_1_2,1660,600,28.93,4666,"medial orbital gyrus, Right",,H0351.2002,/api/v2/well_known_file_download/5157
252491511470_1_3,147737557,600,25.4,146021918,"inferior olivary complex, Left",,H0351.1012,/api/v2/well_known_file_download/147740142
252491510120_1_4,217,600,27.98,914,"middle frontal gyrus, Left, inferior bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/3907
252491510881_1_4,5338,600,27.13,14066,"Crus I, Left Lateral Hemisphere",,H0351.1009,/api/v2/well_known_file_download/10355
252491510712_2_4,2176,600,27.22,7075,"Substantia Nigra, pars compacta, Left",,H0351.2002,/api/v2/well_known_file_download/5916
252491510909_2_3,127694763,600,26.65,126435139,"inferior occipital gyrus, Left, inferior bank of gyrus",,H0351.1012,/api/v2/well_known_file_download/127767885
252491510839_1_1,2631,600,26.17,9422,"Substantia Nigra, pars reticulata, Right",,H0351.2002,/api/v2/well_known_file_download/7014
252491510417_1_2,1115,600,28.88,4683,"superior frontal gyrus, Left, medial bank of gyrus",,H0351.2002,/api/v2/well_known_file_download/4378
252491510607_1_2,1802,600,30.29,6921,"arcuate nucleus of medulla, Right",,H0351.2001,/api/v2/well_known_file_download/5413
252491510908_2_1,127693324,600,26.1,126426551,"middle frontal gyrus, Left, inferior bank of gyrus",,H0351.1012,/api/v2/well_known_file_download/127770375
252491510350_1_1,134,600,23.72,524,"planum polare, Left",,H0351.2001,/api/v2/well_known_file_download/1033
252491510695_2_1,2245,600,22.67,7321,"Anterior Group of Nuclei, Right",,H0351.2002,/api/v2/well_known_file_download/5965
252491510105_2_2,817,600,29.04,1177,"Head of Caudate Nucleus, Right",,H0351.2001,/api/v2/well_known_file_download/3859
252491510761_2_4,2520,600,25.77,8896,"hypoglossal nucleus, Left",,H0351.2002,/api/v2/well_known_file_download/6591
252491510949_2_1,4915,600,24.97,13841,"Olfactory Tubercle, Left",,H0351.1009,/api/v2/well_known_file_download/10142
252491510316_1_4,956,600,26.9,404,"postcentral gyrus, Right, inferior lateral aspect of gyrus",,H0351.2001,/api/v2/well_known_file_download/1408
252491510317_1_4,957,600,26.9,404,"postcentral gyrus, Right, inferior lateral aspect of gyrus",,H0351.2001,/api/v2/well_known_file_download/1416
252491510683_1_1,2029,600,28.05,5818,"Claustrum, Right",,H0351.2002,/api/v2/well_known_file_download/6110
252491510630_2_4,1709,600,30.67,4811,"supraparietal lobule, Right, superior bank of gyrus",,H0351.2002,/api/v2/well_known_file_download/5215
252491511071_2_3,5396,600,29.35,11135,"superior occipital gyrus, Left, superior bank of gyrus",,H0351.1009,/api/v2/well_known_file_download/10364
252491510695_2_2,2235,600,21.79,7359,"Ventromedial Hypothalamic Nucleus, Left",,H0351.2002,/api/v2/well_known_file_download/5960
252491510871_2_1,2537,600,26.81,9118,"pontine nuclei, Left",,H0351.2002,/api/v2/well_known_file_download/6841
252491510676_2_1,1997,600,25.77,4629,"gyrus rectus, Left",,H0351.2002,/api/v2/well_known_file_download/5827
252491510304_1_4,722,600,27.47,810,"inferior temporal gyrus, Right, bank of mts",,H0351.2001,/api/v2/well_known_file_download/1333
252491510886_2_4,5337,600,28.7,14145,"Crus I, Left Lateral Hemisphere",,H0351.1009,/api/v2/well_known_file_download/10345
252491510910_1_4,127694547,600,25.97,126432554,"superior frontal gyrus, Left, medial bank of gyrus",,H0351.1012,/api/v2/well_known_file_download/127767895
252491510126_1_4,231,600,27.65,945,"Cingulate gyrus, frontal part, Right, inferior bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/3955
252491510837_2_1,2647,600,22.79,9597,"Substantia Nigra, pars reticulata, Right",,H0351.2002,/api/v2/well_known_file_download/7008
252491510894_2_4,127695531,600,27.42,126434508,"lingual gyrus, Left, striate",,H0351.1012,/api/v2/well_known_file_download/127757646
252491510821_1_1,127696059,600,28.09,126435726,"Cingulate gyrus, retrosplenial part, Left, inferior bank of gyrus",,H0351.1012,/api/v2/well_known_file_download/127768181
252491511116_2_1,127696064,600,28.09,126435726,"Cingulate gyrus, retrosplenial part, Left, inferior bank of gyrus",,H0351.1012,/api/v2/well_known_file_download/127768301
252491511072_1_3,5397,600,42.32,11126,"supraparietal lobule, Left, superior bank of gyrus",,H0351.1009,/api/v2/well_known_file_download/10375
252491510663_1_3,2099,412.761763981276,28.12,7105,"precentral gyrus, Left, bank of the precentral sulcus",,H0351.2002,/api/v2/well_known_file_download/5868
252491510414_1_4,1063,600,26,4572,"precentral gyrus, Left, bank of the precentral sulcus",,H0351.2002,/api/v2/well_known_file_download/4421
252491510387_2_1,319,240,12.81,2387,"Fastigial Nucleus, Left",,H0351.2001,/api/v2/well_known_file_download/4028
252491510423_2_4,937,600,28.26,2795,"Dentate Nucleus, Right",,H0351.2001,/api/v2/well_known_file_download/3553
252491510393_2_4,1033,600,27.42,4363,"hypoglossal nucleus, Left",,H0351.2001,/api/v2/well_known_file_download/4339
252491510845_2_1,2547,600,25.31,9103,"gigantocellular group, Right",,H0351.2002,/api/v2/well_known_file_download/6848
252491510944_2_2,4914,600,23.07,13833,"Claustrum, Left",,H0351.1009,/api/v2/well_known_file_download/10135
252491510858_2_4,4986,600,27.3,14009,"Claustrum, Left",,H0351.1009,/api/v2/well_known_file_download/10268
252491510938_2_4,127693412,600,26.62,126431691,"planum polare, Left",,H0351.1012,/api/v2/well_known_file_download/127770487
252491510415_2_3,1102,600,26.13,4518,"Head of Caudate Nucleus, Left",,H0351.2002,/api/v2/well_known_file_download/4347
252491510337_2_4,46,600,24.79,644,"inferior temporal gyrus, Left, lateral bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/877
252491510609_2_1,1885,600,31.55,6617,"spinal trigeminal nucleus, Right",,H0351.2001,/api/v2/well_known_file_download/5385
252491511328_2_1,147737381,600,27.14,139428123,"pontine nuclei, Left",,H0351.1012,/api/v2/well_known_file_download/147740076
252491510609_1_1,1880,600,28.42,6651,"pontine nuclei, Right",,H0351.2001,/api/v2/well_known_file_download/5432
252491510445_2_4,1438,600,18.08,6178,"Substantia Nigra, pars compacta, Left",,H0351.2001,/api/v2/well_known_file_download/4866
252491510765_2_3,2441,600,24.33,8309,"Dentate Nucleus, Right",,H0351.2002,/api/v2/well_known_file_download/6561
252491510756_2_1,2342,600,24.33,8309,"Dentate Nucleus, Right",,H0351.2002,/api/v2/well_known_file_download/6255
252491510107_1_2,833,600,25.71,1116,"VIIIB, Right Paravermis",,H0351.2001,/api/v2/well_known_file_download/3863
252491510625_2_1,1772,600,27.68,4972,"fusiform gyrus, Right, bank of the its",,H0351.2002,/api/v2/well_known_file_download/5246
252491510913_1_2,127694432,600,26.06,126431755,"temporal pole, Left, superior aspect",,H0351.1012,/api/v2/well_known_file_download/127767939
252491510909_2_2,127694375,600,28.49,126426423,"Cingulate gyrus, frontal part, Left, superior bank of gyrus",,H0351.1012,/api/v2/well_known_file_download/127767883
252491510909_1_2,127694532,600,28.07,126432620,"precentral gyrus, Left, superior lateral aspect of gyrus",,H0351.1012,/api/v2/well_known_file_download/127767875
252491510875_2_3,5030,600,286.3,14497,"gigantocellular group, Left",,H0351.1009,/api/v2/well_known_file_download/10239
252491510468_1_4,1532,600,26.05,5135,"lingual gyrus, Left, striate",,H0351.2002,/api/v2/well_known_file_download/4768
